1	1368689183	97	reconciler
2	2238747434	185	rarer
3	2791161243	182	Locke
4	9330515197	250	scrapped
5	5609269485	141	smacked
6	3650751672	217	regenerates
7	1784270707	182	hammering
8	1872421844	46	selections
9	9037135845	104	Valhalla
10	9848687265	145	authorship
11	4448292933	194	Poland
12	5728931094	92	fluctuating	ZAPPA
13	4080672121	238	Hawkins
14	9677461415	238	quests
15	9484512256	208	muddied
16	2523078910	248	strangulation
17	2147466614	2	Jubal
18	6654023009	208	delivered
19	1221123489	197	Yankees
20	2521638835	199	pocketful
21	8185135516	2	Sicilians
22	3227435325	98	byproducts
23	4502729678	214	Dowling
24	7842033085	220	stallings
25	4776448102	67	regulates
26	1340828627	194	indexed
27	8430547870	108	diners
28	5340029769	157	preventing
29	7526566188	158	beautifies
30	9178045132	143	twelves
31	6961135385	172	Ontario
32	5311038737	141	obstructed
33	6000210346	109	stifled
34	6477788878	67	bee
35	6871449094	86	Palermo
36	4637818570	22	ardently
37	6966565374	170	affront
38	3298092949	180	assailants
39	6098050209	166	oilers
40	5517407195	142	burgher
41	9209737527	25	impulsion
42	9613916607	20	dispelling
43	7958267080	72	shoulder
44	3400088641	38	inventors
45	1662576005	159	Pulitzer
46	5630684797	53	beseeches
47	9261128496	177	volatility
48	273208417	141	dune
49	9121671195	57	troublemakers
50	5196582527	29	bisectors
51	2815880001	92	stabile
52	1922650032	110	marshmallow
53	2301342179	50	evidencing
54	7196416648	253	outlawing
55	7345895707	179	excommunicating
56	304785143	17	bulge
57	1484425989	132	booklet
58	2309857502	41	seven
59	315798128	185	scoundrel
60	4661709841	198	apologists
61	5527681131	154	Garcia
62	5016872958	169	abuse
63	1679598509	174	whittle
64	7512579560	242	banishment
65	479617860	189	snooped
66	3233167334	131	precept
67	9057670176	71	questionnaire
68	4153855132	205	placental
69	4568567712	254	aggrieve
70	458437699	203	unacceptable
71	7350367381	44	testimonies
72	6801272461	50	pricked
73	8818804797	94	nightclub
74	7820260052	22	bodies
75	8296102161	227	rescued
76	7006348342	24	interpose
77	5052531353	124	subscription
78	5896417898	240	macromolecules
79	7981691706	91	Driscoll
80	2480234904	144	Galilee
81	5535540047	34	disorderly
82	8698485692	105	booster
83	2812788736	157	jurisdiction
84	6957735190	96	legibly
85	1024365547	86	appendixes
86	4699479673	206	chic
87	6952207373	130	Muslims
88	4234292371	134	Ozark
89	6472737837	238	teething
90	2288388584	40	blubber
91	6733957044	102	frustrating
92	8765090	87	conducive
93	6155149811	185	lien
94	9534396763	40	mutation
95	60796869	32	realigns
96	7664801433	254	challengers
97	2465351599	169	forest
98	643612136	127	criterion
99	1293123068	210	goose
100	6623624055	123	units
101	5147584170	183	remedying
102	3991111568	220	Britain
103	4637001879	87	antidote
104	4401038907	115	padlock
105	218364689	92	invalidities
106	9111116122	1	salvation
107	1539160474	78	strange
108	6001480119	129	Lockhart
109	336636121	199	Occidental
110	2528108682	174	Arden
111	96748389	27	greets
112	6781903512	197	exigency
113	880093613	71	plaguing
114	4811706466	104	driven
115	6989681961	91	invent
116	7418341235	215	requisition
117	8485500109	125	prefixed
118	3738100926	53	thanksgiving
119	4943384275	154	acoustical
120	2107930040	125	ephemeral
121	1310803749	84	barren
122	940877524	224	Quito
123	1229733111	78	indictment
124	3639225690	172	precluded
125	2776869501	217	seethe
126	1934027891	130	Clarendon
127	5214029407	105	dares
128	1463616003	198	mnemonics
129	3046637570	101	knight
130	1889966874	42	chinners
131	5455798729	6	underworld
132	1400645018	15	Eva
133	4999521055	185	sharpshoot
134	2055366963	253	sojourn
135	9371238243	243	Harveyizes
136	8110060804	205	pecks
137	3958855365	4	maintainers
138	4187622598	62	sweetness
139	965121701	52	glassed
140	3963399403	159	thoughtless
141	2930211897	231	subunits
142	2894756866	229	conditionally
143	4639974929	169	ligature
144	447917393	228	discontinuance
145	7608388463	247	molecules
146	8261583069	222	printer
147	5590334332	143	leading
148	735685598	80	grinds
149	7910888988	83	San
150	3644933691	12	recursion
151	9789900894	108	program
152	4550656424	254	jurors
153	5295704954	58	bellum
154	6020769233	149	Phaedra
155	9079402201	160	told
156	8966517328	178	translatability
157	7621211105	225	shiners
158	8765979438	62	brocade
159	9362974953	196	tabling
160	1268142922	245	Saran
161	5805987914	201	redistributes
162	9257689399	169	et
163	2420880505	121	Edsger
164	2509458204	94	bricked
165	9046383304	102	Pisces
166	6172883046	225	Ernestine
167	4346365897	80	cookbook
168	2900525435	41	midsummer
169	7849626127	224	reaped
170	3871156520	126	bakers
171	6114482906	251	patterings
172	2656667131	225	Newsweek
173	6640303901	54	wears
174	3743413928	59	spanners
175	4290677596	243	historians
176	4442437702	228	Thai
177	198017307	11	arachnids
178	4909317980	232	Aventine
179	2386962882	32	patriarchs
180	6043256219	200	envelope
181	684023939	225	rummage
182	9146308009	241	whispering
183	5873486596	85	carts
184	4397512810	37	inactivity
185	4514683818	161	twelves
186	7432997879	247	finessed
187	6353307571	174	coveted
188	4621961195	47	thinnest
189	839519162	141	pathetic
190	7989766262	53	groups
191	2908192217	6	cheerfully
192	163209851	31	outputting
193	5881700904	31	car
194	8199351818	165	Methuselahs
195	1123244121	18	goat
196	2708124309	103	biologist
197	9898774489	102	serviced
198	5290265738	35	Ortega
199	2798179146	3	kennels
200	2985953087	31	arrangers
201	6021437405	219	onions
202	3165834184	1	prohibiting
203	1853058538	148	biographer
204	6094989749	52	Ames
205	2728180989	197	scheduler
206	5261683105	207	quadrangular
207	4436292542	229	paleness
208	7486583606	62	caged
209	4213608982	169	scoped
210	5814477935	71	mamma
211	3742727029	167	go
212	8239311546	17	orientations
213	5408245347	98	consult
214	4424730682	143	algebras
215	2549625628	91	flanks
216	756123490	93	brewing
217	907643839	205	esthetics
218	1296486888	104	demolish
219	8978359858	178	plaything
220	8517273989	6	stocky
221	9568611840	53	algae
222	3036704977	222	corrigendum
223	3489619790	96	studies
224	6021852460	246	annexes
225	9030360946	223	parallelize
226	1397140496	135	holly
227	7619957687	212	clog
228	7550724534	153	chinners
229	6918396814	113	stature
