1	1419639238	140	railroads
2	270538962	25	gloved
3	6089218714	33	correctives
4	6707686942	227	Stegosaurus
5	3792851617	115	spurts
6	8283769828	184	evaporated
7	5619144596	167	standard
8	3985137614	220	mindless
9	140051257	206	physicals
10	30094678	218	abandon
11	916865108	5	poorest
12	9391174807	84	salute
13	5029514591	158	Richmond
14	2920094540	156	caliber
15	3487619660	114	crushed
16	4403570812	214	bridges
17	4586847503	225	responds
18	2864517130	161	eke
19	5541683144	106	transparencies
20	5471960499	61	redundancy
21	6055808760	173	compatibility
22	3534349555	25	mistype
23	9883863685	155	maskings
24	2224752413	42	except
25	6893435216	42	identifier
26	1922770906	219	suspecting
27	8653708410	56	openings
28	5356825990	139	extension
29	5157281265	153	taut
30	91797232	126	indeterminately
31	8924229713	16	fearful
32	330827410	232	deficits
33	5442585057	218	ceremonialness
34	5486431392	44	naturalist
35	5666964547	228	teacher
36	5524876579	167	accession
37	7127173968	9	Guenther
38	4699130304	162	slogans
39	5091179199	206	crepe
40	5959497756	147	commands
41	4181921833	30	snappy
42	8067402056	182	convulsion
43	3865032099	175	Munroe
44	6236586295	79	expansion
45	8304570426	213	Romanizer
46	4987345421	28	Gunther
47	2226507114	13	marginally
48	8823224035	118	irreproducibility
49	9634727716	23	emulation
50	2325944236	109	locust
51	1491929864	203	alcoholism
52	6313155812	148	treasuring
53	1807855362	181	charismatic
54	814929180	173	blasphemousness
55	8969879541	153	SIMULA
56	8798739612	82	revive
57	606057973	79	august
58	6809019420	187	Philip
59	5788308738	25	murdered
60	9986182853	89	Presbyterianizes
61	7963486635	132	defunct
62	9291356658	103	pique
63	5642683777	2	conic
64	8186877300	224	buxom
65	5584169180	248	Newtonian
66	4508944038	53	sweetened
67	4972958063	216	takers
68	817645110	235	O'Donnell
69	4930079722	168	implementer
70	3120902456	241	formalized
71	7577190924	244	scouring
72	3542708516	157	algae
73	2837259950	159	eighteen
74	7242356741	166	Powers
75	9169624477	226	plural
76	7690195640	44	Carmela
77	4517804679	32	southward
78	7266764226	143	admissible
79	9891030990	111	uttering
80	2075994941	103	romances
81	8205524154	175	yellowness
82	849498192	33	endowed
83	5279143259	221	dominate
84	7867770790	195	spooled
85	8203095621	173	alfresco
86	8935498708	74	Quakeress
87	8706980487	29	herb
88	7621952685	114	unavoidably
89	5588516646	98	Scandinavian
90	6213803344	112	Menominee
91	796882179	245	amortizes
92	2126510598	239	restrain
93	8338672696	164	personify
94	5881770268	218	cold
95	3818062530	135	neonatal
96	1182328945	11	humidifier
97	5127831481	139	snowstorm
98	1101806233	138	appreciates
99	1575497842	150	thusly
100	6955991704	92	autobiography
101	9558876548	208	vacuo
102	8033411931	182	secure
103	7797959428	122	Fortran
104	1036791158	163	ear
105	4085092641	198	delegation
106	7823357255	99	Po
107	8533004540	167	fatiguing
108	8830772764	139	individualized
109	5380315303	16	recipients
110	7436798915	211	wolves
111	6556737792	51	elucidation
112	7424628672	189	curiosities
113	5415257258	135	usable
114	1712152960	191	rape
115	8306155599	195	Etruscan
116	5552252357	87	regiments
117	4997824030	245	mettlesome
118	1522534669	158	nation
119	6341886123	200	Gershwin
120	6796766902	28	swirling
121	9035231334	134	polite
122	5426578330	107	workmen
123	2849137223	246	guidebook
124	9660839397	252	boustrophedonic
125	5275736719	35	indulgences
126	4691449404	160	maneuvering
127	2184664916	89	wisdoms
128	638093987	202	ungratefully
129	787797968	24	unduly
130	4070861567	110	Moonlike
131	2977574844	123	David
132	8918436040	56	subsections
133	2934470756	182	metallic
134	3220911135	84	factoring
135	2791769253	121	hindering
136	3860099954	113	routines
137	4100858072	214	Ciceronianize
138	6136541378	167	Stanford
139	857851971	250	unenlightening
140	8861233097	246	newsstand
141	1932423889	93	hillside
142	8491449208	174	Wu
143	6882303905	98	trespasses
144	7763828377	129	banning
145	9341983600	60	reluctance
146	5264246760	93	stickiness
147	6441741536	197	treacheries
148	2422817947	24	sneaks
149	1043183708	134	funders
150	3533690344	214	recoding
151	5970070929	96	thatch
152	2573140538	168	wiriness
153	5868283270	145	corpuscular
154	7825789287	63	ambling
155	2846349743	157	Poussin
156	1627594937	187	diphtheria
157	6628049610	58	feebly
158	7895607162	142	commuter
159	8591169761	3	romancing
160	4538292082	31	busier
161	1771580780	199	inner
162	1326567891	88	gelatin
163	5679372413	110	unwieldiness
164	6354518304	164	furrier
165	5603867280	11	sobs
166	5830079230	208	flashing
167	976909819	145	complainers
168	2609822188	65	excommunicates
169	6318905540	169	bacillus
170	8628286149	114	twofold
171	1309663834	147	scrawled
172	5171137579	49	Owens
173	3606175657	177	familiarness
174	2802766584	24	Trojan
175	9172035598	59	overthrow
176	9682755215	248	assurer
177	88295889	244	Indochina
178	2991982072	104	massaging
179	9083118106	28	circumnavigated
180	3237955497	87	adrenal
181	3347666409	189	witchcraft
182	5320295776	223	investments
183	7598264270	142	Jody
184	3411114878	127	mildness
185	7799914817	210	integration
186	8941370384	235	choking
187	2483862997	140	gigabits
188	2283098408	65	dippers
189	8171955906	244	inconveniently
190	9078758400	205	canaries
191	9063135776	166	Leviticus
192	1592750892	230	waitress
193	8842478192	49	nonempty
194	3946497312	63	gangs
195	4240766276	166	welcoming
196	7647299189	240	horn
197	5802669693	199	Dobbs
198	432522137	20	tyrant
199	1214175434	168	shiftily
200	7124478145	250	puffin
201	494995479	119	normals
202	5927707866	84	ending
203	379254575	174	inclusion
204	7399192652	115	allocator
205	7287839461	109	great
206	6183354276	126	nightingale
207	4438369023	247	addictions
208	7527528351	238	cheer
209	8843822962	42	terrestrials
210	1579925631	238	abortively
211	8218444727	176	poultry
212	8520923455	50	insofar
213	6139612522	33	Walbridge
214	6689857764	178	enterprise
215	6206950393	171	critics
216	4043314214	96	pecks
217	2395029475	223	deferring
218	517245047	37	transcending
219	3313587621	75	syllogistic
220	5164066510	195	grantee
221	2669273779	251	microprogramming
222	7297219733	37	pinhead
223	6865501556	200	blacks
224	5299506085	43	gentlewoman
225	3382074609	32	dispositions
226	237836195	219	columns
227	343824543	119	facsimiles
228	3975859898	218	aired
229	8517580199	241	overwork
230	3087272534	56	lockups
231	1869365286	188	Kingwood
232	546421124	132	axle
233	1768799450	163	demodulate
234	6909162082	181	Sacramento
235	2945256026	210	Starr
236	1495750274	191	Doug
237	6380407790	115	desolation
238	1948867279	17	girls
239	5464370213	151	insulting
240	7463724958	248	disorderly
241	6947729794	110	predicated
242	6973508431	234	garments
